Location,lat,lon,cat,grp,cat1,cat2
'Art and Soul' Mosaics ,42.368966,-71.094865,Art: Mosaic,Art,Mosaic,NA
'The Potluck',42.365486,-71.101866,Art: Mural,Art,Mural,NA
#1 Lobster,42.35491,-71.051004,Art: Storefront,Art,Storefront,NA
"\Ask Not\"" Carved Granite Arch""",42.277203,-71.027593,Art: Artifact,Art,Artifact,NA
"\Inner Eye\"" Sculpture""",42.404422,-71.281054,Art: Sculpture,Art,Sculpture,NA
"\It Was the Battery\"" Power Box""",42.336169,-71.046539,Art: Electrical Box,Art,Electrical Box,NA
"\Liberty Cannot be Preserved\"" Carved Granite Arch""",42.276929,-71.028934,Art: Artifact,Art,Artifact,NA
"\Red\"" Auerbach""",42.359969,-71.054321,Art: Statue,Art,Statue,NA
"\The Physical World\"" Wall Art""",42.359409,-71.090206,Art: Art,Art,Art,NA
"\Three Women\"" At New England Institute of Art""",42.332121,-71.116862,Art: Art,Art,Art,NA
"\We Bike\"" Electrical Box""",42.336179,-71.193536,Art: Electrical Box,Art,Electrical Box,NA
1000 Winter Street Fountain,42.407189,-71.275817,Art: Fountain,Art,Fountain,NA
125 High Street Facade ,42.355406,-71.052554,Art: Architecture,Art,Architecture,NA
1369 Mural,42.373809,-71.100394,Art: Mural,Art,Mural,NA
1794 Bronze Spanish Four Pounder ,42.338111,-71.010534,Art: Statue,Art,Statue,NA
1903 Fenway Studios Door,42.347434,-71.090463,Art: Architecture,Art,Architecture,NA
1934 Fountain ,42.365941,-71.053786,Art: Fountain,Art,Fountain,NA
19th Century Irish Pub Mural,42.363901,-71.059252,Art: Mural,Art,Mural,NA
3D Door Painting,42.337284,-71.043139,Art: Art,Art,Art,NA
3D Houses Mural,42.337877,-71.042474,Art: Mural,Art,Mural,NA
4 Seasons Mural,42.325562,-71.106186,Art: Mural,Art,Mural,NA
435 Stained Glass,42.363666,-71.100535,Art: Glass,Art,Glass,NA
70's DNA Tile Art,42.361742,-71.088514,Art: Art,Art,Art,NA
70's Tile Art North,42.362157,-71.088321,Art: Art,Art,Art,NA
920 Winter St Sculpture,42.404706,-71.275406,Art: Sculpture,Art,Sculpture,NA
A Bird's Eye View of Allston Village,42.355716,-71.132887,Art: Mural,Art,Mural,NA
A Close Knit Community by Kristen Alexander,42.346841,-71.051326,Art: Art,Art,Art,NA
A Giant Pearl,42.372237,-71.061586,Art: Sculpture,Art,Sculpture,NA
A House Is Made of Walls And Beams,42.356294,-71.106261,Art: Architecture,Art,Architecture,NA
A Little Lion,42.380225,-71.06542,Art: Statue,Art,Statue,NA
A Mother's Love,42.27912,-71.058092,"Art: Statue, funerary",Art,Statue,Funerary
A Rare Version of the Celtic Cross,42.367691,-71.145684,"Art: Statue, religious",Art,Statue,Religious
A Wall of Respect for Animals,42.372487,-71.079188,Art: Architecture,Art,Architecture,NA
Abandoned Mural,42.373236,-71.240102,Art: Mural,Art,Mural,NA
Abbott Lawrence Lowell Statue,42.370972,-71.118723,Art: Statue,Art,Statue,NA
Abby Park Mural,42.258239,-71.04031,Art: Mural,Art,Mural,NA
Abstract Art,42.330511,-71.095029,Art: Art,Art,Art,NA
Abstract Bike Man,42.362289,-71.085301,Art: Bike Rack,Art,Bike Rack,NA
Abstract Electrical Box,42.463398,-70.949914,Art: Electrical Box,Art,Electrical Box,NA
Abstract Lines Power Box,42.360605,-71.129313,Art: Electrical Box,Art,Electrical Box,NA
Abstract Painting,42.365767,-71.260305,Art: Art,Art,Art,NA
Abstract Sculpture,42.255052,-71.008712,Art: Sculpture,Art,Sculpture,NA
Abstract Trees Power Box,42.290319,-71.071864,Art: Electrical Box,Art,Electrical Box,NA
Acadian Gyro by Ed Shay,42.430588,-71.312862,Art: Art,Art,Art,NA
Adams Village Mural,42.282998,-71.055183,Art: Mural,Art,Mural,NA
After-School Studio 07-08 Mural,42.355505,-71.13262,Art: Mural,Art,Mural,NA
Airplane Mosaic,42.361765,-71.020547,Art: Mosaic,Art,Mosaic,NA
Aladdin Auto Art,42.391233,-71.137601,Art: Art,Art,Art,NA
Alberico Climbing Sculpture,42.360972,-71.112748,Art: Sculpture,Art,Sculpture,NA
Albert Street Basketball Mural,42.334012,-71.093268,Art: Mural,Art,Mural,NA
Alco Auto Mural,42.291808,-71.11774,Art: Mural,Art,Mural,NA
Alewife Reservation Mural,42.394788,-71.141883,Art: Mural,Art,Mural,NA
All Saints Way ,42.366336,-71.052548,Art: Art,Art,Art,NA
Allston-Brighton Mural,42.358273,-71.141303,Art: Mural,Art,Mural,NA
Allston Headgear Mural Box,42.352847,-71.131913,Art: Electrical Box,Art,Electrical Box,NA
Allston Village Mural,42.354312,-71.132076,Art: Mural,Art,Mural,NA
Allston Village Mural Boxes,42.353383,-71.134215,Art: Electrical Box,Art,Electrical Box,NA
Amazeballs Horse,42.363408,-71.103417,Art: Installation,Art,Installation,NA
"America, the Beautiful",42.360928,-71.018554,Art: Painting,Art,Painting,NA
American Inspiration Sculpture,42.36248,-71.26039,Art: Sculpture,Art,Sculpture,NA
An Old Bank with a Young Spirit,42.24976,-71.002374,Art: Engraving,Art,Engraving,NA
Anatomical Artwork,42.336994,-71.104017,Art: Art,Art,Art,NA
Anchor Sconces,42.359306,-71.054535,Art: Architecture,Art,Architecture,NA
Anchor Wielding Angel,42.299368,-71.168693,"Art: Statue, funerary",Art,Statue,Funerary
Ancient Sundial,42.336277,-71.171214,Art: Artifact,Art,Artifact,NA
Anderson Bicycle Mural ,42.249187,-70.986565,Art: Mural,Art,Mural,NA
Andre the Giant Mural,42.353471,-71.059147,Art: Mural,Art,Mural,NA
Andre with Graffiti,42.355982,-71.061558,Art: Mural,Art,Mural,NA
Angel,42.406248,-71.13653,"Art: Statue, funerary",Art,Statue,Funerary
Angel,42.319136,-71.165781,"Art: Statue, funerary",Art,Statue,Funerary
Angel's Wing,42.293414,-71.110676,"Art: Statue, funerary",Art,Statue,Funerary
Angel Engraved,42.36388,-71.054895,Art: Engraving,Art,Engraving,NA
Angel Holding A Horn,42.298396,-71.16788,"Art: Statue, funerary",Art,Statue,Funerary
Angel on Mass. Ave. ,42.351123,-71.089469,Art: Statue,Art,Statue,NA
Angel On The Cross,42.420697,-71.038071,"Art: Statue, religious",Art,Statue,Religious
Angel Statue at Saint Mary's Rectory,42.463791,-70.953016,"Art: Statue, religious",Art,Statue,Religious
Angel Stuck in Stone,42.349043,-71.134346,Art: Architecture,Art,Architecture,NA
Angel with Blanket ,42.370067,-71.140886,"Art: Statue, funerary",Art,Statue,Funerary
Angel with Fish Shield Motif at St. Mary,42.367372,-71.100222,Art: Relief,Art,Relief,NA
Animal Kingdom,42.31997,-71.098883,Art: Mural,Art,Mural,NA
Anime Club Traffic Box,42.416921,-71.105997,Art: Electrical Box,Art,Electrical Box,NA
Anna DeFronzo Art,42.365499,-71.028427,Art: Engraving,Art,Engraving,NA
Anti Bullying Mural ,42.371839,-71.249942,Art: Mural,Art,Mural,NA
Antique Stone Bench Art,42.363589,-71.14472,Art: Engraving,Art,Engraving,NA
Antiques Statue,42.337697,-71.049284,Art: Storefront,Art,Storefront,NA
Anything Goes,42.31503,-71.103776,Art: Mural,Art,Mural,NA
Appeal to the Great Spirit,42.338722,-71.093646,Art: Statue,Art,Statue,NA
Aquarium Box,42.409123,-71.062191,Art: Electrical Box,Art,Electrical Box,NA
Aquarium Cafe Tile Mural,42.359161,-71.049446,Art: Mural,Art,Mural,NA
Aquatic Inlay,42.365413,-71.022852,Art: Art,Art,Art,NA
Aqueous 2,42.362221,-71.091099,Art: Art,Art,Art,NA
Arabesque,42.345089,-71.083578,Art: Installation,Art,Installation,NA
Archival Mural,42.397625,-71.211293,Art: Mural,Art,Mural,NA
ARGH!,42.32433,-71.096824,Art: Mural,Art,Mural,NA
Aristides Statue,42.358769,-71.068849,Art: Statue,Art,Statue,NA
Arlington Community Cupola,42.423795,-71.183587,Art: Architecture,Art,Architecture,NA
Armillary Sphere,42.349032,-71.101779,Art: Installation,Art,Installation,NA
Arrow Thru The Globe Sculpture,42.21457,-71.038825,Art: Sculpture,Art,Sculpture,NA
Arsenal Mall Mural,42.362283,-71.157716,Art: Mural,Art,Mural,NA
Arsenal Mall Mural,42.361975,-71.158641,Art: Mural,Art,Mural,NA
Art Chairs Display,42.36842,-71.029006,Art: Installation,Art,Installation,NA
Art Deco Awnings,42.349479,-71.132089,Art: Art,Art,Art,NA
Art Deco Scrollwork and Bas Relief,42.355415,-71.056809,Art: Relief,Art,Relief,NA
Art Deco Utility Box,42.406988,-71.055753,Art: Electrical Box,Art,Electrical Box,NA
Art Panel #1 At Sullivan T,42.384404,-71.077098,Art: Art,Art,Art,NA
Art School Mural #99,42.359395,-71.133074,Art: Mural,Art,Mural,NA
Arthur Fiedler (Musician) Statue,42.356413,-71.075237,Art: Statue,Art,Statue,NA
Artist for Humanity Mural,42.328687,-71.074917,Art: Mural,Art,Mural,NA
Artistic Bike Rack,42.317034,-71.105326,Art: Bike Rack,Art,Bike Rack,NA
Artistic Light Box,42.385647,-71.138402,Art: Electrical Box,Art,Electrical Box,NA
Artistically Painted Power Box,42.34265,-71.073855,Art: Electrical Box,Art,Electrical Box,NA
Artists for Humanity Mural,42.329878,-71.075045,Art: Mural,Art,Mural,NA
Arts of Love,42.323411,-71.099554,Art: Architecture,Art,Architecture,NA
As We Grow (Mural),42.384061,-71.119284,Art: Mural,Art,Mural,NA
Asarotron,42.36204,-71.056459,Art: Relief,Art,Relief,NA
Ashmont Graffiti Wall,42.283515,-71.065414,Art: Mural,Art,Mural,NA
Ashmont Marble Fountain Garden,42.284579,-71.064431,Art: Fountain,Art,Fountain,NA
Asiana Fusion Family Dine Art,42.37017,-71.191195,Art: Storefront,Art,Storefront,NA
Asparagus Officials,42.357563,-71.157822,Art: Art,Art,Art,NA
"Atlas, Doing it Wrong.",42.3509,-71.167434,Art: Installation,Art,Installation,NA
Atwell a Colebrooke Play Structure ,42.417428,-71.140262,Art: Sculpture,Art,Sculpture,NA
Auld Clootie,42.372957,-71.117077,Art: Architecture,Art,Architecture,NA
Aurelian Gryphons,42.357996,-71.059103,Art: Architecture,Art,Architecture,NA
Auto Sculpture,42.258478,-71.178535,Art: Sculpture,Art,Sculpture,NA
Autobody Shop Mural,42.328399,-71.098177,Art: Mural,Art,Mural,NA
Ave Art,42.316329,-71.092553,Art: Art,Art,Art,NA
Baby Fountain ,42.353869,-71.071396,Art: Fountain,Art,Fountain,NA
Baby Jesus,42.366099,-71.035313,"Art: Statue, religious",Art,Statue,Religious
Bacchanale,42.340459,-71.093748,Art: Sculpture,Art,Sculpture,NA
Bad M.F. Tasty Burger Mural,42.34477,-71.098244,Art: Mural,Art,Mural,NA
Bags of Steel,42.344724,-71.084697,Art: Art,Art,Art,NA
Bahari Youth,42.34509,-71.045429,Art: Art,Art,Art,NA
Baja Betty's Mural,42.332896,-71.118471,Art: Mural,Art,Mural,NA
Bajko Rink Sculpture,42.249252,-71.137456,Art: Sculpture,Art,Sculpture,NA
Baker Factory Lions,42.271221,-71.068371,Art: Architecture,Art,Architecture,NA
Baker House Stained Glass Art,42.35684,-71.095561,Art: Glass,Art,Glass,NA
Baldwin Statue,42.501827,-71.158793,Art: Statue,Art,Statue,NA
Bandaged Baby,42.336825,-71.102466,Art: Architecture,Art,Architecture,NA
Banjo Electric Box Stoneham,42.478705,-71.100126,Art: Electrical Box,Art,Electrical Box,NA
Bao Nation Mural,42.365173,-71.102272,Art: Mural,Art,Mural,NA
Barber Pole Mural ,42.463052,-70.941002,Art: Mural,Art,Mural,NA
Barber Shop Murals,42.219035,-71.188318,Art: Mural,Art,Mural,NA
Barrel sculpture,42.341469,-71.073184,Art: Sculpture,Art,Sculpture,NA
Barron Building Scrollwork ,42.365065,-71.103376,Art: Architecture,Art,Architecture,NA
Bartlett Garage Mural,42.327084,-71.087448,Art: Mural,Art,Mural,NA
Bas Relief Tributes to Great Musicians,42.352944,-71.064308,Art: Relief,Art,Relief,NA
Bas Shield Relief,42.35577,-71.059788,Art: Relief,Art,Relief,NA
Basset Hound Statue,42.345419,-71.078384,Art: Statue,Art,Statue,NA
Baters Auto Shop Mural,42.331829,-71.096563,Art: Mural,Art,Mural,NA
Bauer Wine Mural,42.348457,-71.086401,Art: Mural,Art,Mural,NA
Baxter Urn,42.258252,-70.998558,Art: Ceramics,Art,Ceramics,NA
BCEC Construction Sculpture,42.347144,-71.044902,Art: Sculpture,Art,Sculpture,NA
BCH Prouty Garden Statue,42.33633,-71.105597,Art: Statue,Art,Statue,NA
Be Above the Influence Box,42.415447,-71.110366,Art: Electrical Box,Art,Electrical Box,NA
Be the Change You Wish to See,42.421137,-71.117836,Art: Electrical Box,Art,Electrical Box,NA
Be Water Mural,42.414246,-71.125682,Art: Mural,Art,Mural,NA
Beacon of Color,42.3688,-71.077472,Art: Mural,Art,Mural,NA
Bean Town Hoagie Mural,42.358127,-71.054832,Art: Mural,Art,Mural,NA
Beantown Taqueria Mural,42.364855,-71.108737,Art: Mural,Art,Mural,NA
Bear Graffiti,42.38305,-71.116346,Art: Mural,Art,Mural,NA
Bear Statue,42.366305,-71.061909,Art: Statue,Art,Statue,NA
Beautiful Celtic Cross,42.292625,-71.17442,"Art: Statue, religious",Art,Statue,Religious
Beauty Master Mural,42.32221,-71.109882,Art: Mural,Art,Mural,NA
Beelzebubs Note With Pitchfork,42.407087,-71.120378,Art: Architecture,Art,Architecture,NA
Beer For Strength Mural,42.353919,-71.060109,Art: Mural,Art,Mural,NA
Believe in Yourselves Mural,42.35173,-71.13758,Art: Mural,Art,Mural,NA
Bell from St. Daniel Monastery,42.371182,-71.118669,Art: Architecture,Art,Architecture,NA
Bell Rock Park Box,42.418612,-71.065625,Art: Electrical Box,Art,Electrical Box,NA
Bella Luna Mural,42.321557,-71.110296,Art: Mural,Art,Mural,NA
Beloved Wife,42.374958,-71.141207,"Art: Statue, funerary",Art,Statue,Funerary
Belted Kingfisher Pillar,42.367629,-71.114906,Art: Architecture,Art,Architecture,NA
Bent 38,42.36067,-71.053659,Art: Installation,Art,Installation,NA
Berklee Mural,42.346494,-71.086984,Art: Mural,Art,Mural,NA
Berlin Wall Boston,42.369757,-71.070898,Art: Architecture,Art,Architecture,NA
Bernard M. Gordon Tribute To Engineering Leadership,42.338082,-71.088627,Art: Installation,Art,Installation,NA
Bert The Therapy Dog Statue,42.339221,-71.112229,Art: Statue,Art,Statue,NA
Bertha Goldfarb Bust,42.367746,-71.258478,Art: Statue,Art,Statue,NA
Best of Boston,42.283375,-71.131154,Art: Mural,Art,Mural,NA
Beth Pinchas,42.338685,-71.139276,Art: Architecture,Art,Architecture,NA
Big Ball Structure,42.251152,-71.003918,Art: Sculpture,Art,Sculpture,NA
Big Blue Fish,42.369251,-71.019632,Art: Art,Art,Art,NA
Big Sax,42.347011,-71.088397,Art: Art,Art,Art,NA
Big Tooth at Deprimio Dentist,42.367811,-71.081761,Art: Storefront,Art,Storefront,NA
Bike Bike Rack,42.366665,-70.971947,Art: Bike Rack,Art,Bike Rack,NA
Bike Rack,42.342692,-71.120275,Art: Bike Rack,Art,Bike Rack,NA
Bike Rack Art,42.361767,-71.159219,Art: Bike Rack,Art,Bike Rack,NA
Bike Sculpture,42.350285,-71.072883,Art: Sculpture,Art,Sculpture,NA
Bike Sculpture Two,42.349387,-71.073122,Art: Sculpture,Art,Sculpture,NA
Bikety Bike Rack,42.362462,-71.157686,Art: Bike Rack,Art,Bike Rack,NA
Bill Russell Statue,42.359406,-71.057575,Art: Statue,Art,Statue,NA
Billygoat Gruff Iron Sculpture,42.32704,-71.161063,Art: Sculpture,Art,Sculpture,NA
Biltmore Mural,42.309187,-71.221132,Art: Mural,Art,Mural,NA
Bird Bath,42.296381,-71.101751,Art: Art,Art,Art,NA
Bird Bath Fountain,42.351355,-71.070225,Art: Fountain,Art,Fountain,NA
Bird Cages,42.400391,-71.020471,Art: Installation,Art,Installation,NA
Bird Mural on Electric Box,42.473334,-71.106349,Art: Electrical Box,Art,Electrical Box,NA
Bird on Brick,42.345753,-71.095459,Art: Installation,Art,Installation,NA
Birdhouse and Buddy,42.223272,-71.000267,Art: Artifact,Art,Artifact,NA
Birdhouse Lanterns,42.294965,-71.107847,Art: Art,Art,Art,NA
Birdhouse Mural on Electric Box,42.481868,-71.098646,Art: Electrical Box,Art,Electrical Box,NA
Birdie on Box,42.417796,-71.112242,Art: Electrical Box,Art,Electrical Box,NA
Birth of the Muses,42.358882,-71.089514,Art: Installation,Art,Installation,NA
Bits of Boston Mural,42.502626,-71.138648,Art: Mural,Art,Mural,NA
Black and White Boston Water Front Art,42.350372,-71.056818,Art: Engraving,Art,Engraving,NA
Black Jesus,42.323559,-71.093261,"Art: Statue, religious",Art,Statue,Religious
Black Marble Lion On Pedestal,42.305905,-71.221784,Art: Statue,Art,Statue,NA
Black Rose,42.359402,-71.05362,Art: Architecture,Art,Architecture,NA
Blackstone Community Mural,42.340032,-71.072659,Art: Mural,Art,Mural,NA
Blessed Mother Teresa Parish,42.320742,-71.057206,"Art: Statue, religious",Art,Statue,Religious
Blessing Of Jesus ,42.275107,-71.067454,"Art: Statue, religious",Art,Statue,Religious
Blind Eye Guardian Statue ,42.372638,-71.155868,Art: Statue,Art,Statue,NA
Blood Cross,42.294996,-71.278843,"Art: Statue, religious",Art,Statue,Religious
Blood Sewage Avant-Garde Painting,42.364172,-71.261822,Art: Painting,Art,Painting,NA
Blue Abstract Mural,42.371427,-71.237692,Art: Mural,Art,Mural,NA
Blue Diamonds,42.313414,-71.10495,Art: Mural,Art,Mural,NA
Blue Flower Box,42.405657,-71.105375,Art: Electrical Box,Art,Electrical Box,NA
Blue Glass Sculpture,42.348926,-71.07497,Art: Sculpture,Art,Sculpture,NA
Blue Hills Structural Artwork,42.167584,-71.163861,Art: Art,Art,Art,NA
Blue Mosaic Butterfly,42.361711,-71.092514,Art: Mosaic,Art,Mosaic,NA
Blue Sunrise Electric Box,42.315748,-71.066633,Art: Electrical Box,Art,Electrical Box,NA
Blue Swan Art ,42.349245,-71.163393,Art: Art,Art,Art,NA
Blue Whale on Roof,42.359727,-71.050624,Art: Installation,Art,Installation,NA
Boat Sculpture,42.358616,-71.087099,Art: Sculpture,Art,Sculpture,NA
Boing Sculptures,42.312534,-71.114251,Art: Sculpture,Art,Sculpture,NA
Bon Appetit - JC,42.377973,-71.10744,Art: Misc,Art,Misc,NA
Bondir - The Rooster,42.368151,-71.097747,Art: Mural,Art,Mural,NA
Book-Tree Statue,42.204807,-71.113652,Art: Statue,Art,Statue,NA
Bookcase Powerbox,42.366396,-71.10515,Art: Electrical Box,Art,Electrical Box,NA
Bookshelf Painted Switchbox,42.415837,-71.079744,Art: Electrical Box,Art,Electrical Box,NA
Bosson Park Mural,42.392257,-71.032238,Art: Mural,Art,Mural,NA
Boston Animal Control Mural,42.294394,-71.121337,Art: Mural,Art,Mural,NA
Boston Arts,42.34651,-71.094966,Art: Art,Art,Art,NA
Boston Basketball Electric  Box,42.364147,-71.059509,Art: Electrical Box,Art,Electrical Box,NA
Boston Bike Rack,42.35527,-71.0601,Art: Bike Rack,Art,Bike Rack,NA
Boston Billy Bronze Shoes,42.359984,-71.054005,Art: Statue,Art,Statue,NA
Boston Chinese Evangelical Church Sculpture,42.346446,-71.065919,Art: Sculpture,Art,Sculpture,NA
Boston College - Statue of Saint Ignatius,42.334941,-71.169368,"Art: Statue, religious",Art,Statue,Religious
Boston Colorful National Gas Tank,42.299761,-71.045144,Art: Painting,Art,Painting,NA
Boston Common Scholar Dusted,42.355365,-71.063514,Art: Statue,Art,Statue,NA
Boston construction worker memorial statue,42.344751,-71.070606,Art: Statue,Art,Statue,NA
Boston Dam Photo,42.337965,-71.092386,Art: Photography,Art,Photography,NA
Boston Dispensary Bas Relief,42.349371,-71.062915,Art: Relief,Art,Relief,NA
Boston Esplanade Painting,42.368167,-71.015295,Art: Painting,Art,Painting,NA
Boston Fountain,42.345402,-71.082844,Art: Fountain,Art,Fountain,NA
Boston Frog and Dolphin Sculptures,42.270665,-70.856346,Art: Sculpture,Art,Sculpture,NA
Boston Harbor Fish Statue,42.32014,-71.06122,Art: Statue,Art,Statue,NA
Boston Harbor View Painting,42.367864,-71.014716,Art: Painting,Art,Painting,NA
Boston Millennium Fountain,42.360907,-71.05593,Art: Fountain,Art,Fountain,NA
Boston Public Library Statue,42.349494,-71.077344,Art: Statue,Art,Statue,NA
Boston Redsox Wally Bobble Head,42.345853,-71.09595,Art: Architecture,Art,Architecture,NA
Boston Skyline Mural Box - Fenwood ,42.333812,-71.105791,Art: Electrical Box,Art,Electrical Box,NA
Boston Strong Marathon Art,42.369034,-71.073056,Art: Electrical Box,Art,Electrical Box,NA
Boston Type IV Trolley,42.329968,-71.057457,Art: Engraving,Art,Engraving,NA
Boston University - sculpture ,42.348871,-71.1002,Art: Sculpture,Art,Sculpture,NA
Boston Welding Sculpture,42.47221,-71.134657,Art: Sculpture,Art,Sculpture,NA
Boston Winery Mural,42.291737,-71.039821,Art: Mural,Art,Mural,NA
Boston Youth Fund 1999,42.354992,-71.132799,Art: Mural,Art,Mural,NA
Boston Youth Fund Mural,42.286932,-71.130043,Art: Mural,Art,Mural,NA
Bowditch Statue,42.372651,-71.144992,Art: Statue,Art,Statue,NA
Box of Faces,42.435454,-71.071669,Art: Electrical Box,Art,Electrical Box,NA
Boy Helping Fish Pee Statue,42.295446,-71.047402,Art: Statue,Art,Statue,NA
Boy Holding Bird Iron Sculpture,42.29362,-71.104585,Art: Sculpture,Art,Sculpture,NA
Boy in Wind,42.248552,-71.174945,Art: Statue,Art,Statue,NA
Boys and Girls Club Mural,42.387232,-71.027769,Art: Mural,Art,Mural,NA
Boys and Girls Club Sponsored Mural,42.478872,-71.099997,Art: Mural,Art,Mural,NA
BPL Frieze - Library Seal,42.349719,-71.07766,Art: Relief,Art,Relief,NA
BPL Frieze - Massachusetts Seal,42.349309,-71.077486,Art: Relief,Art,Relief,NA
BPL Lion On Guard-McKim Building,42.349493,-71.079011,Art: Statue,Art,Statue,NA
Bradford Street Lion Fountain,42.342667,-71.069,Art: Fountain,Art,Fountain,NA
Braille Walls,42.376369,-71.113183,Art: Architecture,Art,Architecture,NA
Branches Mural,42.307109,-71.112728,Art: Mural,Art,Mural,NA
Brandeis Wooden Sculpture,42.365396,-71.262816,Art: Sculpture,Art,Sculpture,NA
Brass Lion,42.357225,-71.057598,Art: Statue,Art,Statue,NA
Brattle Book Shop Mural,42.354624,-71.062016,Art: Mural,Art,Mural,NA
Bray St. Sidewalk Message Of Peace.,42.317053,-71.097202,Art: Art,Art,Art,NA
Breaking Free,42.319632,-71.098548,Art: Mural,Art,Mural,NA
Breaking Wave,42.366205,-71.085648,Art: Installation,Art,Installation,NA
Bremen Street Park Splash Fountain,42.375135,-71.030956,Art: Fountain,Art,Fountain,NA
Brewer Fountain,42.35613,-71.063052,Art: Fountain,Art,Fountain,NA
Brick Thinkers Sculpture,42.390572,-71.127804,Art: Sculpture,Art,Sculpture,NA
Brighton Ave. Wind Sculpture ,42.352299,-71.12609,Art: Sculpture,Art,Sculpture,NA
Brighton High,42.349887,-71.146108,Art: Installation,Art,Installation,NA
Brighton Police Dept. Historic Power Box,42.349251,-71.149882,Art: Electrical Box,Art,Electrical Box,NA
Broad Institute Abstract Rock Sculptures,42.368348,-71.086697,Art: Sculpture,Art,Sculpture,NA
Broadcast Your Dreams Mural,42.35236,-71.1285,Art: Mural,Art,Mural,NA
Bronze Angel,42.430543,-71.133478,"Art: Statue, funerary",Art,Statue,Funerary
Bronze Birds,42.336048,-71.102272,Art: Installation,Art,Installation,NA
Bronze Boy,42.294364,-71.107306,Art: Statue,Art,Statue,NA
Bronze Elk,42.432213,-71.133206,"Art: Statue, funerary",Art,Statue,Funerary
Bronze Hammocks ,42.349713,-71.075023,Art: Sculpture,Art,Sculpture,NA
Bronze Lady Sitting on the Rock,42.295384,-71.104986,Art: Statue,Art,Statue,NA
Bronze Rabbit Ears,42.358261,-71.104797,Art: Installation,Art,Installation,NA
Bronze Structure,42.339112,-71.092758,Art: Sculpture,Art,Sculpture,NA
Bronze Women,42.335814,-71.106549,Art: Statue,Art,Statue,NA
Brookdale Cemetery Crucifixion,42.249611,-71.164773,"Art: Statue, religious",Art,Statue,Religious
Brookdale Cemetery Fountain,42.250246,-71.165474,Art: Fountain,Art,Fountain,NA
Brookline Town Wide Mosaic,42.343512,-71.119154,Art: Mosaic,Art,Mosaic,NA
Browne Celtic Cross,42.371718,-71.141583,"Art: Statue, religious",Art,Statue,Religious
BU CFA Mural,42.351282,-71.113092,Art: Mural,Art,Mural,NA
Bubble Box,42.434333,-71.038812,Art: Electrical Box,Art,Electrical Box,NA
Bubbles Under The Ocean ,42.362812,-71.085388,Art: Installation,Art,Installation,NA
BUBBLES!,42.348296,-71.04128,Art: Installation,Art,Installation,NA
Bubbly Poodle Art,42.38389,-71.134394,Art: Storefront,Art,Storefront,NA
Buda,42.39798,-71.076892,Art: Architecture,Art,Architecture,NA
Buddha Head Bust,42.349678,-71.133141,Art: Statue,Art,Statue,NA
Buddha Statue,42.350055,-71.061511,Art: Statue,Art,Statue,NA
Building 3 Skull,42.358894,-71.092142,Art: Art,Art,Art,NA
Building Facade,42.372094,-71.236866,Art: Architecture,Art,Architecture,NA
Bumblebee Electric Box,42.234597,-71.183438,Art: Electrical Box,Art,Electrical Box,NA
Burns Statue ,42.248578,-71.004298,Art: Statue,Art,Statue,NA
Burroughs Street Mural,42.311919,-71.114794,Art: Mural,Art,Mural,NA
Bus Shelter Mural,42.350064,-71.147083,Art: Mural,Art,Mural,NA
Bust of Abbot Mekhitar,42.381451,-71.188867,Art: Statue,Art,Statue,NA
Bust of Louis Brandeis,42.369806,-71.257715,Art: Statue,Art,Statue,NA
Butterfly and Rainbow,42.415117,-71.048034,Art: Electrical Box,Art,Electrical Box,NA
Butterfly For Blue,42.362402,-71.099962,Art: Misc,Art,Misc,NA
Butterfly Relief at Rev. Williams Park ,42.395332,-71.130018,Art: Relief,Art,Relief,NA
Buzzing It Down,42.430628,-71.311264,Art: Sculpture,Art,Sculpture,NA
C.H.A. Fish Mural,42.374021,-71.101029,Art: Mural,Art,Mural,NA
C9 Rooftop Business Mural,42.345293,-71.051629,Art: Mural,Art,Mural,NA
C̩notaphe,42.360335,-71.092078,Art: Installation,Art,Installation,NA
Caduceus Bas Relief,42.35751,-71.056902,Art: Relief,Art,Relief,NA
Caduceus Lions,42.358177,-71.056423,Art: Statue,Art,Statue,NA
Cafe Francesca Historic Mural ,42.363282,-71.054372,Art: Mural,Art,Mural,NA
Caffeine Bike Rack,42.362342,-71.086236,Art: Bike Rack,Art,Bike Rack,NA
Californianian (Caesar),42.429435,-71.310117,Art: Misc,Art,Misc,NA
Calvary Crossroads ,42.471181,-71.127717,"Art: Statue, religious",Art,Statue,Religious
Cambridge-Ellis School Mural,42.375157,-71.109932,Art: Mural,Art,Mural,NA
Cambridge Freeway Revolt,42.357045,-71.11379,Art: Mural,Art,Mural,NA
Cambridge Guardian Lions,42.368469,-71.085621,Art: Statue,Art,Statue,NA
Cambridge Marlowe Sculpture ,42.367894,-71.075278,Art: Sculpture,Art,Sculpture,NA
Cambridge Mural,42.390637,-71.128149,Art: Mural,Art,Mural,NA
Cambridge Recycling Center Mural,42.37227,-71.096403,Art: Mural,Art,Mural,NA
Cambridge Roxbury Trolley Etching,42.347834,-71.087978,Art: Engraving,Art,Engraving,NA
Cambridgeport Community Garden Mosaic,42.36008,-71.105094,Art: Mosaic,Art,Mosaic,NA
Campus Trolley,42.34988,-71.103272,Art: Art,Art,Art,NA
Candlepin Stilllife,42.424126,-71.068333,Art: Installation,Art,Installation,NA
