Location,lat,lon,cat,grp,cat1,cat2
Mozart Street Light Control Box,42.322614,-71.104806,Art: Electrical Box,Art,Electrical Box,NA
Mr. Music Faces Mural,42.352234,-71.131754,Art: Mural,Art,Mural,NA
MSPCA Angel Tree of Life,42.322773,-71.110461,Art: Statue,Art,Statue,NA
Munroe Building Façade,42.251838,-71.004054,Art: Architecture,Art,Architecture,NA
Mural at 1st and Hurley,42.368039,-71.077627,Art: Mural,Art,Mural,NA
Mural at Boston Chinese Evangelical Church,42.347225,-71.063366,Art: Mural,Art,Mural,NA
Mural at Boys' and Girls' Club,42.349998,-71.137664,Art: Mural,Art,Mural,NA
Mural at Cleaning Portal,42.343164,-71.142911,Art: Mural,Art,Mural,NA
Mural at Mississippis,42.329013,-71.097954,Art: Mural,Art,Mural,NA
Mural at Monkey Sports,42.180704,-71.190405,Art: Mural,Art,Mural,NA
Mural at Purple Cactus,42.312203,-71.113938,Art: Mural,Art,Mural,NA
Mural At Scagnoli-Nihill,42.307939,-71.107108,Art: Mural,Art,Mural,NA
Mural at YMCA,42.317424,-71.082614,Art: Mural,Art,Mural,NA
Mural Boys & Girls Club,42.411733,-71.15239,Art: Mural,Art,Mural,NA
Mural of Groove,42.371782,-71.085169,Art: Mural,Art,Mural,NA
Mural of Peace,42.325334,-71.074865,Art: Mural,Art,Mural,NA
Mural on EMF Building ,42.360998,-71.104118,Art: Mural,Art,Mural,NA
Mural On Traffic Control Box ,42.349407,-71.153566,Art: Electrical Box,Art,Electrical Box,NA
Murano Droplets Indoor Light Sculpture,42.360115,-71.051471,Art: Sculpture,Art,Sculpture,NA
Muses Façade,42.348548,-71.096869,Art: Architecture,Art,Architecture,NA
Music and Soul Mural,42.347224,-71.096406,Art: Mural,Art,Mural,NA
Music Mural ,42.42334,-71.067454,Art: Mural,Art,Mural,NA
Muster of the Lincoln Minute Men 1775,42.427295,-71.302686,"Art: Statue, minuteman",Art,Statue,Minuteman
My Life is an Open Book,42.373616,-71.141852,"Art: Architecture, funerary",Art,Architecture,Funerary
Mysterious Bust,42.351424,-71.062253,Art: Statue,Art,Statue,NA
Mystic Valley Charter School box at Highland and Charles,42.42347,-71.080634,Art: Electrical Box,Art,Electrical Box,NA
N57 Garage Mural,42.36288,-71.098669,Art: Mural,Art,Mural,NA
Na Sa De Fatima,42.369429,-71.090077,"Art: Painting, religious",Art,Painting,Religious
Naming Things by Maxine Yalovitz Blankenship,42.367549,-71.021005,Art: Painting,Art,Painting,NA
Naming Things Paintings,42.365344,-71.022521,Art: Painting,Art,Painting,NA
"Nancy, A Passage of Time",42.355409,-71.057945,Art: Sculpture,Art,Sculpture,NA
Naoim Padriac,42.367905,-71.188925,"Art: Statue, religious",Art,Statue,Religious
Nathan Hale Mural,42.326072,-71.091552,Art: Mural,Art,Mural,NA
Nathan L. Fineberg M.D. Bust,42.336239,-71.071924,Art: Statue,Art,Statue,NA
Nathaniel Prentice Banks Statue,42.375379,-71.236471,Art: Statue,Art,Statue,NA
National Lumber Mural,42.316695,-71.209622,Art: Mural,Art,Mural,NA
Natural Growth ,42.368708,-71.039588,Art: Electrical Box,Art,Electrical Box,NA
Nautilus Pediment,42.355868,-71.06247,Art: Architecture,Art,Architecture,NA
Nave,42.344829,-71.084024,Art: Sculpture,Art,Sculpture,NA
Needham Center Sculpture,42.280646,-71.236231,Art: Sculpture,Art,Sculpture,NA
Needle on a Skyscraper Sculpture ,42.353453,-71.053022,Art: Sculpture,Art,Sculpture,NA
Negative Sailboat Mural,42.374074,-71.121333,Art: Mural,Art,Mural,NA
Negro National League Mural ,42.316856,-71.065004,Art: Mural,Art,Mural,NA
NEU Athletes Mural,42.33985,-71.089734,Art: Mural,Art,Mural,NA
New England Coffee Box,42.423426,-71.071966,Art: Electrical Box,Art,Electrical Box,NA
New Ginza,42.363361,-71.186255,Art: Sculpture,Art,Sculpture,NA
New Growth Electrical Box,42.326786,-71.081831,Art: Electrical Box,Art,Electrical Box,NA
Newbury Fine Arts,42.352364,-71.07283,Art: Storefront,Art,Storefront,NA
Newbury St. Graffiti Mural,42.348178,-71.087515,Art: Mural,Art,Mural,NA
Newport Building Plinth Lions,42.358071,-71.057222,Art: Statue,Art,Statue,NA
Newport Building Tile Mosaic,42.358263,-71.057312,Art: Mosaic,Art,Mosaic,NA
Newton Cemetery Fountain,42.333705,-71.208803,Art: Fountain,Art,Fountain,NA
Newton City Hall Fountain,42.337318,-71.207967,Art: Fountain,Art,Fountain,NA
Newton Highlands Power Box Mural,42.321911,-71.206487,Art: Electrical Box,Art,Electrical Box,NA
Newton Highlands Taiwan Garden Fountain,42.321068,-71.210042,Art: Fountain,Art,Fountain,NA
Newton Upper Falls Painted Electrical Box,42.312931,-71.224899,Art: Electrical Box,Art,Electrical Box,NA
Newtowne Court Mural  ,42.364171,-71.094708,Art: Mural,Art,Mural,NA
Newtowne Court Sidewalk Mural,42.364067,-71.095464,Art: Mural,Art,Mural,NA
Nicholas L. Delano Memorial Fountain,42.427523,-71.072191,Art: Fountain,Art,Fountain,NA
Nightingale on Top of Weathervane,42.328627,-71.05774,Art: Weathervane,Art,Weathervane,NA
Niketown Sneaker Hanging Art,42.350175,-71.079964,Art: Installation,Art,Installation,NA
Nikola Tesla Bust,42.359653,-71.092089,Art: Statue,Art,Statue,NA
Nikos Mural,42.215572,-70.922916,Art: Mural,Art,Mural,NA
No Idea Art,42.332458,-71.084461,Art: Art,Art,Art,NA
Noah's ark mural ,42.309127,-71.083169,Art: Mural,Art,Mural,NA
Noctiluna,42.349304,-71.106113,Art: Tech,Art,Tech,NA
Noddle's Island Relief,42.368378,-71.040357,Art: Relief,Art,Relief,NA
Non-Object,42.361937,-71.090026,Art: Installation,Art,Installation,NA
Nonantum - A Village of Traditions Electrical Box,42.359701,-71.202543,Art: Electrical Box,Art,Electrical Box,NA
Nonantum Electrical Box,42.354913,-71.196003,Art: Electrical Box,Art,Electrical Box,NA
Nonantum Village Heron Electrical Box,42.365327,-71.204315,Art: Electrical Box,Art,Electrical Box,NA
Nonatum Heron Obelisk,42.364425,-71.185223,Art: Artifact,Art,Artifact,NA
Norfolk Hardware Mural,42.278808,-71.080821,Art: Mural,Art,Mural,NA
Normandy Street Black Inventors Mural,42.308791,-71.080811,Art: Mural,Art,Mural,NA
North School Mural,42.48531,-71.099918,Art: Mural,Art,Mural,NA
Northeast Adventure Climbing Wall,42.420092,-71.165532,Art: Architecture,Art,Architecture,NA
Northeastern Mural,42.338807,-71.086847,Art: Mural,Art,Mural,NA
Norwood Jesus Christ Statue,42.195454,-71.201086,"Art: Statue, religious",Art,Statue,Religious
Norwood Psalm 139 Sculpture,42.182017,-71.22957,Art: Sculpture,Art,Sculpture,NA
Norwood St. Francis Statue,42.195625,-71.200685,"Art: Statue, religious",Art,Statue,Religious
Norwood St. Mary Statue,42.184496,-71.23515,"Art: Statue, religious",Art,Statue,Religious
Norwood to Jesus Through Mary,42.195677,-71.201213,"Art: Statue, religious",Art,Statue,Religious
Not Art,42.365027,-71.089644,Art: Art,Art,Art,NA
Notable Women Of Boston Mural,42.338924,-71.101236,Art: Mural,Art,Mural,NA
Nuclear Disarmament Equals Peace Mural,42.428407,-71.067372,Art: Mural,Art,Mural,NA
Nurse Statue ,42.348185,-71.147703,Art: Statue,Art,Statue,NA
Nursing Sundial,42.362321,-71.067731,Art: Artifact,Art,Artifact,NA
Nurturing Woman Statue,42.319469,-71.165703,"Art: Statue, funerary",Art,Statue,Funerary
Nut Island Artillery Shells,42.279521,-70.954391,Art: Art,Art,Art,NA
Nutcracker Guardians ,42.2614,-70.993219,Art: Storefront,Art,Storefront,NA
Nymph,42.354264,-71.073119,Art: Statue,Art,Statue,NA
O Faithful Friend,42.372496,-71.144003,"Art: Statue, funerary",Art,Statue,Funerary
Obelisk ,42.363983,-71.034667,Art: Artifact,Art,Artifact,NA
Obie Simonis Sculpture,42.424583,-71.161459,Art: Sculpture,Art,Sculpture,NA
Ocean Sculpture,42.365068,-71.019867,Art: Sculpture,Art,Sculpture,NA
Octopus Sculpture at BCEC,42.346478,-71.046985,Art: Sculpture,Art,Sculpture,NA
Odd Forms,42.236533,-71.013786,Art: Sculpture,Art,Sculpture,NA
Odyssey,42.350479,-71.105664,Art: Installation,Art,Installation,NA
Off the Wall Mural,42.343275,-71.14231,Art: Mural,Art,Mural,NA
Off The Wall Mural,42.343165,-71.142281,Art: Mural,Art,Mural,NA
Officer Mike's Police Box,42.355827,-71.075469,Art: Electrical Box,Art,Electrical Box,NA
Old Blive Store Facade,42.330485,-71.083314,Art: Architecture,Art,Architecture,NA
Old Cable Box,42.348659,-71.124337,Art: Electrical Box,Art,Electrical Box,NA
Old Country,42.364155,-71.05594,Art: Mural,Art,Mural,NA
Old Decor,42.326832,-71.086228,Art: Artifact,Art,Artifact,NA
Ominous Ikon (1977),42.351875,-71.053248,Art: Installation,Art,Installation,NA
Omniscient Power Box,42.30036,-71.11344,Art: Electrical Box,Art,Electrical Box,NA
One International Waterfall,42.355979,-71.052561,Art: Architecture,Art,Architecture,NA
One of Us is Lion,42.355112,-71.072527,Art: Architecture,Art,Architecture,NA
Open Door Baptist Church,42.405023,-71.164547,Art: Architecture,Art,Architecture,NA
Orange Line Box,42.423159,-71.074731,Art: Electrical Box,Art,Electrical Box,NA
Orange Tribal Electrical Box,42.352627,-71.130635,Art: Electrical Box,Art,Electrical Box,NA
Organic Furniture Mural,42.358323,-71.109783,Art: Mural,Art,Mural,NA
Orient Heights Mural,42.392555,-71.010751,Art: Mural,Art,Mural,NA
Ornamental Lyre,42.357291,-71.06924,Art: Architecture,Art,Architecture,NA
Ornate Brick Wall,42.372691,-71.094527,Art: Architecture,Art,Architecture,NA
Ornate Ceramic Arch,42.344083,-71.068086,Art: Ceramics,Art,Ceramics,NA
Ornate Flower Pediment,42.349923,-71.089042,Art: Architecture,Art,Architecture,NA
Orpheus and Cerberus 1843,42.339259,-71.093878,Art: Statue,Art,Statue,NA
Os Gemeos Mural,42.353557,-71.054499,Art: Mural,Art,Mural,NA
P. F. Chang's Mega Horse,42.231818,-71.179344,Art: Storefront,Art,Storefront,NA
Painted Box,42.482242,-71.100094,Art: Electrical Box,Art,Electrical Box,NA
Painted Electrical Box,42.309445,-71.220715,Art: Electrical Box,Art,Electrical Box,NA
Painted Electrical Box,42.332799,-71.245808,Art: Electrical Box,Art,Electrical Box,NA
Painted Electrical Box,42.379669,-71.23075,Art: Electrical Box,Art,Electrical Box,NA
Painted Mural Box,42.274089,-71.067683,Art: Electrical Box,Art,Electrical Box,NA
Painted Switch Box,42.430199,-71.071531,Art: Electrical Box,Art,Electrical Box,NA
Painting Chair,42.426762,-71.074103,Art: Artifact,Art,Artifact,NA
Painting Inside Boloco,42.3403,-71.090181,Art: Painting,Art,Painting,NA
Paintings on Wall,42.426131,-71.074702,Art: Mural,Art,Mural,NA
Panda Mural,42.406536,-71.061897,Art: Mural,Art,Mural,NA
Parading Elephants Mural,42.411402,-71.121747,Art: Mural,Art,Mural,NA
Parapet Commemoration Wall,42.336886,-71.103023,Art: Architecture,Art,Architecture,NA
Parish House Statue,42.337049,-71.142521,Art: Statue,Art,Statue,NA
Parish of Saint Paul,42.322603,-71.207211,"Art: Statue, religious",Art,Statue,Religious
Parisian Mural,42.270297,-71.174541,Art: Mural,Art,Mural,NA
Park Art ,42.314416,-71.094396,Art: Art,Art,Art,NA
Park Mural,42.363623,-71.056163,Art: Mural,Art,Mural,NA
Park St Mural,42.29577,-71.071387,Art: Mural,Art,Mural,NA
Park Street Mural ,42.358732,-71.071162,Art: Mural,Art,Mural,NA
Parking Lot Mural,42.365592,-71.061372,Art: Mural,Art,Mural,NA
Parking Mural,42.343796,-71.051608,Art: Mural,Art,Mural,NA
Pastel City Box,42.354984,-71.149949,Art: Electrical Box,Art,Electrical Box,NA
Patrick A. Collins Bust,42.320395,-71.16747,Art: Statue,Art,Statue,NA
Patrick Andrew Collins Bust,42.352259,-71.076901,Art: Statue,Art,Statue,NA
Paul Frisoli Art,42.368898,-71.078943,Art: Mural,Art,Mural,NA
Paul Inscription,42.343677,-71.084835,"Art: Engraving, Religious",Art,Engraving,Religious
Paul Revere's Ride Poem,42.361654,-71.075466,Art: Literary,Art,Literary,NA
"Paul Revere  \The Gift Outright\"" Mural""",42.370174,-71.061861,Art: Mural,Art,Mural,NA
Paul Revere Park Mosaics,42.36968,-71.061667,Art: Mosaic,Art,Mosaic,NA
Paul Revere Park Mural,42.370458,-71.061787,Art: Mural,Art,Mural,NA
Paul Revere Statue,42.36557,-71.053249,Art: Statue,Art,Statue,NA
Pax Vobiscum,42.347416,-71.145309,Art: Architecture,Art,Architecture,NA
Peace Be Green Traffic Box,42.417107,-71.105915,Art: Electrical Box,Art,Electrical Box,NA
Peace Doves Mural,42.326759,-71.076409,Art: Mural,Art,Mural,NA
Peace Fountain,42.370824,-71.040846,Art: Fountain,Art,Fountain,NA
Peace Mosaic,42.335516,-71.120861,Art: Mosaic,Art,Mosaic,NA
Peace Mural,42.318277,-71.08168,Art: Mural,Art,Mural,NA
Peace Mural ,42.32176,-71.110205,Art: Mural,Art,Mural,NA
Peace Mural ,42.339784,-71.074223,Art: Mural,Art,Mural,NA
Pear Sculpture,42.204901,-71.112104,Art: Sculpture,Art,Sculpture,NA
Pegasus Birth of the Muses Artwork,42.365257,-71.262303,Art: Sculpture,Art,Sculpture,NA
Peoples Republik Mural,42.367716,-71.107723,Art: Mural,Art,Mural,NA
Perching Eagle ,42.365047,-71.055108,Art: Architecture,Art,Architecture,NA
Periodic Table Mural,42.362142,-71.098406,Art: Mural,Art,Mural,NA
Perpetual Angel,42.319928,-71.166074,"Art: Statue, funerary",Art,Statue,Funerary
Pesky's Pole,42.346241,-71.096635,Art: Misc,Art,Misc,NA
Pf Chang's Terracotta Soldier Statue,42.352031,-71.066869,Art: Storefront,Art,Storefront,NA
PFChang Stallion,42.346029,-71.082723,Art: Storefront,Art,Storefront,NA
Pharah,42.338492,-71.090328,Art: Sculpture,Art,Sculpture,NA
Phoenix Box,42.316987,-71.098216,Art: Electrical Box,Art,Electrical Box,NA
Phoenix Rock Art,42.351453,-71.08778,Art: Art,Art,Art,NA
Photo Of A Photo Of Everyday life Mural,42.348107,-71.088777,Art: Mural,Art,Mural,NA
Physics Door,42.293667,-71.305134,Art: Architecture,Art,Architecture,NA
Piece of History,42.283868,-71.063248,Art: Art,Art,Art,NA
Piece of Sculpture,42.365809,-71.255929,Art: Sculpture,Art,Sculpture,NA
Pierce's Double Angel Bench ,42.422929,-71.304425,Art: Artifact,Art,Artifact,NA
Pig on a Bike,42.480847,-71.09892,Art: Art,Art,Art,NA
Pigeon Mural,42.359892,-71.059215,Art: Mural,Art,Mural,NA
Pilgrims,42.356506,-71.067591,"Art: Engraving, Religious",Art,Engraving,Religious
Pimentel Market Mural,42.322486,-71.106669,Art: Mural,Art,Mural,NA
Pin Bochinche Mural,42.312598,-71.10172,Art: Mural,Art,Mural,NA
Pineapple Fountain ,42.242661,-70.890133,Art: Fountain,Art,Fountain,NA
Pink Laurentian Granite,42.35858,-71.090882,Art: Sculpture,Art,Sculpture,NA
Pinwheel Sculptures,42.376126,-71.117722,Art: Sculpture,Art,Sculpture,NA
Pious Maiden,42.3728,-71.141565,"Art: Statue, funerary",Art,Statue,Funerary
Pipe Men Sculptures,42.429683,-71.044941,Art: Sculpture,Art,Sculpture,NA
Planting Panel,42.338242,-71.089854,Art: Mural,Art,Mural,NA
Plaster Faces of Cambridgeport,42.369502,-71.097502,Art: Sculpture,Art,Sculpture,NA
Play Me I'm Yours,42.360308,-71.054491,Art: Artifact,Art,Artifact,NA
Playground Mural,42.361641,-71.069367,Art: Mural,Art,Mural,NA
Pluto,42.337514,-71.252656,Art: Sculpture,Art,Sculpture,NA
Pocahontas,42.34016,-71.093246,Art: Statue,Art,Statue,NA
Polar Bear Sculpture,42.313463,-71.114459,Art: Sculpture,Art,Sculpture,NA
Polka Dotted Wall,42.417813,-71.077603,Art: Architecture,Art,Architecture,NA
Popcorn Traffic Box,42.425261,-71.065093,Art: Electrical Box,Art,Electrical Box,NA
Pope Saint John XXIII National Seminary ,42.33972,-71.311014,"Art: Statue, religious",Art,Statue,Religious
Pope Statue,42.333,-71.100782,"Art: Statue, religious",Art,Statue,Religious
Poplar St Art Mural,42.274666,-71.127717,Art: Mural,Art,Mural,NA
Porcini's Trattoria Mural,42.36471,-71.166666,Art: Mural,Art,Mural,NA
Port Industry Bas Relief,42.362776,-71.026246,Art: Relief,Art,Relief,NA
Portal of the Deity,42.299113,-71.059557,"Art: Statue, religious",Art,Statue,Religious
Portrait Bust of Rev. Martin Luther King Jr.,42.365575,-71.260038,Art: Statue,Art,Statue,NA
Postage Stamp Power Box ,42.464565,-70.946216,Art: Electrical Box,Art,Electrical Box,NA
Power Box Mural,42.35499,-71.059591,Art: Electrical Box,Art,Electrical Box,NA
Pozen Center Window Façade,42.337437,-71.099263,Art: Architecture,Art,Architecture,NA
Pray For Our Dear Defenders,42.291396,-71.063165,"Art: Statue, religious",Art,Statue,Religious
Praying Mary at St. Barbara's,42.470397,-71.179468,"Art: Statue, religious",Art,Statue,Religious
Praying Statues,42.190464,-71.058274,Art: Statue,Art,Statue,NA
PRC Mural,42.247778,-71.000913,Art: Mural,Art,Mural,NA
Prismatic Camo Switchbox,42.421724,-71.043307,Art: Electrical Box,Art,Electrical Box,NA
Prismatic Wavelengths Electrical Box,42.34983,-71.147632,Art: Electrical Box,Art,Electrical Box,NA
Productivity Mural ,42.362892,-71.102578,Art: Mural,Art,Mural,NA
Project Box,42.42721,-71.07429,Art: Electrical Box,Art,Electrical Box,NA
Proud Bird Power Box,42.405596,-71.056998,Art: Electrical Box,Art,Electrical Box,NA
Psyche Unveiled,42.369633,-71.142256,"Art: Statue, funerary",Art,Statue,Funerary
Psychedelic Woman Mural,42.338865,-71.086779,Art: Mural,Art,Mural,NA
Public Garden Fountain,42.354106,-71.06913,Art: Fountain,Art,Fountain,NA
Pulse of the City,42.360901,-71.052511,Art: Sculpture,Art,Sculpture,NA
Purdy Pink Flower Box,42.315296,-71.10223,Art: Electrical Box,Art,Electrical Box,NA
Purple Sky Mural,42.197486,-71.119912,Art: Mural,Art,Mural,NA
Pushmepullyou,42.366499,-71.09822,Art: Mural,Art,Mural,NA
Put 'em up,42.342945,-71.122011,Art: Mural,Art,Mural,NA
Puzzling Electric Box,42.351745,-71.207194,Art: Electrical Box,Art,Electrical Box,NA
Quarrystone Fountain,42.440299,-71.02278,Art: Fountain,Art,Fountain,NA
Queen of Peace Mary Statue,42.225294,-70.997109,Art: Statue,Art,Statue,NA
Quest Eternal - Donald De Lue,42.34814,-71.083062,Art: Statue,Art,Statue,NA
Quiet Serenity,42.344142,-71.113173,Art: Art,Art,Art,NA
Quiet Zone Painting,42.362951,-71.024385,Art: Painting,Art,Painting,NA
Quincy Fire Mutual Insurance Company Art ,42.250952,-71.001174,Art: Architecture,Art,Architecture,NA
Quincy Graffiti,42.243965,-71.034958,Art: Mural,Art,Mural,NA
Quincy Police Relief Association Memorial,42.256578,-70.996589,Art: Relief,Art,Relief,NA
R & B Gryphons,42.348922,-71.228627,Art: Architecture,Art,Architecture,NA
R Hero Dog ,42.368673,-71.248631,Art: Installation,Art,Installation,NA
Radial Fins Sculpture,42.341139,-71.083844,Art: Sculpture,Art,Sculpture,NA
Rafael Hernandez Mural,42.314218,-71.097469,Art: Mural,Art,Mural,NA
Rain Fountain,42.351149,-71.06786,Art: Fountain,Art,Fountain,NA
Rainbow Flying Kick Mural ,42.417693,-71.109642,Art: Mural,Art,Mural,NA
Rainbow Lighting Zig Zag,42.353489,-71.134666,Art: Mural,Art,Mural,NA
Rainbow Wall,42.361573,-71.017571,Art: Architecture,Art,Architecture,NA
Ramsey Park Kitchen Mural,42.335376,-71.080751,Art: Mural,Art,Mural,NA
Rawr Kitty ,42.340747,-71.114769,Art: Architecture,Art,Architecture,NA
Reach - Sculpture by Douglas Kornfeld 2010,42.32221,-71.104383,Art: Sculpture,Art,Sculpture,NA
Reading Mural,42.306676,-71.067815,Art: Mural,Art,Mural,NA
Reading Together,42.330407,-71.094739,Art: Statue,Art,Statue,NA
Rearing Horse Sculpture,42.322314,-71.111504,Art: Sculpture,Art,Sculpture,NA
Recap Sculpture,42.365056,-71.022557,Art: Sculpture,Art,Sculpture,NA
Reclining Blade,42.344789,-71.084946,Art: Sculpture,Art,Sculpture,NA
Reclining Figure Working Model,42.361438,-71.087381,Art: Sculpture,Art,Sculpture,NA
Recording Angel,42.374641,-71.148556,"Art: Statue, funerary",Art,Statue,Funerary
Recycle Mural,42.374029,-71.052057,Art: Mural,Art,Mural,NA
Red Panda Sculpture at Braintree Library,42.205783,-71.003815,Art: Sculpture,Art,Sculpture,NA
Red Sox Ball,42.346835,-71.099042,Art: Art,Art,Art,NA
Red Sox Mural,42.345455,-71.104648,Art: Mural,Art,Mural,NA
Red Sun Press Mural,42.311356,-71.108916,Art: Mural,Art,Mural,NA
Red Yellow and Blue,42.431718,-71.312092,Art: Art,Art,Art,NA
Redheads Mural Box,42.36474,-71.102383,Art: Electrical Box,Art,Electrical Box,NA
Reflective Dish Sculpture,42.158654,-70.947968,Art: Sculpture,Art,Sculpture,NA
Reflective Glass Structure,42.210878,-70.999477,Art: Sculpture,Art,Sculpture,NA
Rembrandt Self Portrait,42.338179,-71.098959,Art: Painting,Art,Painting,NA
Rendezvous of the Minute Men,42.449202,-71.229783,"Art: Statue, minuteman",Art,Statue,Minuteman
Revere Hotel Sculpture,42.350274,-71.066569,Art: Sculpture,Art,Sculpture,NA
Richard's Barber Shop Mural,42.328557,-71.078951,Art: Mural,Art,Mural,NA
"Rinaldi Tile Company, Inc. Mosaic",42.36132,-71.08621,Art: Mosaic,Art,Mosaic,NA
Ringgold Park and Fountain ,42.343285,-71.07015,Art: Fountain,Art,Fountain,NA
River Box,42.41779,-71.075547,Art: Electrical Box,Art,Electrical Box,NA
River Court Sculpture ,42.365447,-71.07735,Art: Sculpture,Art,Sculpture,NA
River Gods,42.363939,-71.108773,Art: Mural,Art,Mural,NA
River Mural,42.473681,-71.097149,Art: Mural,Art,Mural,NA
Robert Creeley Urn of Poetic Immortality,42.369336,-71.146833,Art: Ceramics,Art,Ceramics,NA
Robin's Nest Sundial,42.335636,-71.104581,Art: Artifact,Art,Artifact,NA
Robotics Mural,42.346591,-71.049807,Art: Mural,Art,Mural,NA
Roc Columnar Aerie,42.352063,-71.080848,Art: Architecture,Art,Architecture,NA
Rock Cross at Faith Garden,42.244975,-71.009393,"Art: Statue, religious",Art,Statue,Religious
Rock Sculpture at Umass,42.3126,-71.038435,Art: Sculpture,Art,Sculpture,NA
Roman Statue,42.29178,-71.3064,Art: Statue,Art,Statue,NA
Roofline S Mosaic,42.359255,-71.105948,Art: Mosaic,Art,Mosaic,NA
Rooster Rider of Death Mural,42.352865,-71.129771,Art: Mural,Art,Mural,NA
Rooster Weathervane,42.42237,-71.0767,Art: Weathervane,Art,Weathervane,NA
Roots and Shoots Box,42.417645,-71.107862,Art: Electrical Box,Art,Electrical Box,NA
Rose Fitzgerald Kennedy Fountain,42.361003,-71.052182,Art: Fountain,Art,Fountain,NA
Roxbury Love Mural,42.320983,-71.081606,Art: Mural,Art,Mural,NA
Rubik's Mural Box,42.417235,-71.046611,Art: Electrical Box,Art,Electrical Box,NA
Running Horse Weathervane at Painted Bird,42.405174,-71.081249,Art: Weathervane,Art,Weathervane,NA
Russell Park Lion Statues,42.256009,-71.000813,Art: Statue,Art,Statue,NA
Rustic Village Mural,42.349245,-71.152154,Art: Mural,Art,Mural,NA
Rustico Coat of Arms,42.364323,-71.059728,Art: Architecture,Art,Architecture,NA
Ruth's Cross,42.25784,-71.00028,"Art: Statue, religious",Art,Statue,Religious
Ruth Rieffanaugh Mural Box,42.335966,-71.149441,Art: Electrical Box,Art,Electrical Box,NA
S&S Mural,42.373297,-71.099991,Art: Mural,Art,Mural,NA
Sacred Heart Jesus,42.373399,-71.227979,"Art: Statue, religious",Art,Statue,Religious
Sacred Heart Mary Statue,42.464188,-70.974337,"Art: Statue, religious",Art,Statue,Religious
Sacred Heart of Jesus,42.274339,-71.026114,"Art: Statue, religious",Art,Statue,Religious
Sacred Heart of Jesus,42.281546,-71.099525,"Art: Statue, religious",Art,Statue,Religious
Sacred Heart Of Jesus ,42.21981,-70.967012,"Art: Statue, religious",Art,Statue,Religious
Sacred Heart Statue,42.373998,-71.152502,"Art: Statue, religious",Art,Statue,Religious
Sacred Swiss Heart Sculptural Detail,42.357458,-71.05253,Art: Architecture,Art,Architecture,NA
Saddle at Minuteman Commuter Bikeway,42.43566,-71.208796,Art: Art,Art,Art,NA
Safety Pin in the Brick,42.341053,-71.121971,Art: Engraving,Art,Engraving,NA
Saginaw Mural Cooperative,42.390249,-71.118449,Art: Mural,Art,Mural,NA
Sailboat Details,42.36004,-71.072752,Art: Engraving,Art,Engraving,NA
Sailboat Mural,42.365638,-71.111001,Art: Mural,Art,Mural,NA
Sailor's Lights,42.36976,-71.062321,Art: Art,Art,Art,NA
Saint Agatha Church,42.259574,-71.04452,"Art: Statue, religious",Art,Statue,Religious
Saint Agnes Parish Center,42.416078,-71.148732,"Art: Statue, religious",Art,Statue,Religious
Saint And Baby Jesus ,42.507203,-71.162014,"Art: Statue, religious",Art,Statue,Religious
Saint and Child Statue,42.363227,-71.065918,"Art: Statue, religious",Art,Statue,Religious
Saint Andrew Ukranian Orthodox Church,42.300177,-71.111215,"Art: Statue, religious",Art,Statue,Religious
Saint Angela's Church,42.27158,-71.093262,"Art: Statue, religious",Art,Statue,Religious
Saint Ann,42.341243,-71.103588,"Art: Statue, religious",Art,Statue,Religious
Saint Ann Catholic Church,42.265418,-71.014034,"Art: Statue, religious",Art,Statue,Religious
Saint Ann Church,42.291485,-70.877337,"Art: Statue, religious",Art,Statue,Religious
Saint Ann Statue,42.265602,-71.014023,"Art: Statue, religious",Art,Statue,Religious
Saint Anthony,42.372029,-71.08824,"Art: Statue, religious",Art,Statue,Religious
Saint Anthony's Church,42.405312,-71.0593,"Art: Statue, religious",Art,Statue,Religious
Saint Athanasius the Great,42.42329,-71.1762,"Art: Statue, religious",Art,Statue,Religious
Saint Barbara's Church,42.470502,-71.180061,"Art: Statue, religious",Art,Statue,Religious
Saint Bendict,42.245718,-70.852476,"Art: Statue, religious",Art,Statue,Religious
Saint Bernadette Church,42.190791,-71.058369,"Art: Statue, religious",Art,Statue,Religious
Saint Catherine ' s Hall,42.350136,-71.144067,"Art: Statue, religious",Art,Statue,Religious
Saint Cecilia Church,42.346431,-71.08647,"Art: Statue, religious",Art,Statue,Religious
Saint Claire Monastery,42.308018,-71.122437,"Art: Statue, religious",Art,Statue,Religious
Saint Clement's,42.40259,-71.114415,"Art: Statue, religious",Art,Statue,Religious
Saint Clement's Shrine,42.34689,-71.08971,"Art: Statue, religious",Art,Statue,Religious
Saint Clement Statue,42.403905,-71.114792,"Art: Statue, religious",Art,Statue,Religious
Saint Demetros Greek Church,42.336603,-71.311065,"Art: Statue, religious",Art,Statue,Religious
Saint Elizabeth's Center,42.31266,-71.220109,"Art: Statue, religious",Art,Statue,Religious
Saint Elizabeth Statue,42.348415,-71.149552,"Art: Statue, religious",Art,Statue,Religious
Saint Florian Switchbox Dedicated to Malden Fire and Rescue ,42.427896,-71.064572,Art: Electrical Box,Art,Electrical Box,NA
Saint Francis Chapel,42.346993,-71.083618,"Art: Statue, religious",Art,Statue,Religious
Saint Francis of Assisi,42.204256,-71.004891,"Art: Statue, religious",Art,Statue,Religious
Saint Francis of Assisi Church,42.42652,-71.101888,"Art: Statue, religious",Art,Statue,Religious
